Date,State Name,county Name,State Code,County Code,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
2017-12-10,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-4008,15
2017-12-11,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-4008,15
2017-12-12,California,Los Angeles,6,37,89,Moderate,PM2.5,06-037-4008,16
2017-12-13,California,Los Angeles,6,37,88,Moderate,PM2.5,06-037-4008,15
2017-12-14,California,Los Angeles,6,37,107,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,15
2017-12-15,California,Los Angeles,6,37,100,Moderate,PM2.5,06-037-1201,16
2017-12-16,California,Los Angeles,6,37,90,Moderate,PM2.5,06-037-1201,15
2017-12-17,California,Los Angeles,6,37,89,Moderate,PM2.5,06-037-4008,15
2017-12-18,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4008,16
2017-12-19,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-4008,15
2017-12-20,California,Los Angeles,6,37,72,Moderate,PM2.5,06-037-4008,15
2017-12-21,California,Los Angeles,6,37,62,Moderate,NO2,06-037-4008,16
2017-12-22,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-4008,14
2017-12-23,California,Los Angeles,6,37,84,Moderate,PM2.5,06-037-4008,15
2017-12-24,California,Los Angeles,6,37,157,Unhealthy,PM2.5,06-037-1302,16
2017-12-25,California,Los Angeles,6,37,169,Unhealthy,PM2.5,06-037-4008,15
2017-12-26,California,Los Angeles,6,37,155,Unhealthy,PM2.5,06-037-4008,15
2017-12-27,California,Los Angeles,6,37,154,Unhealthy,PM2.5,06-037-4008,16
2017-12-28,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,15
2017-12-29,California,Los Angeles,6,37,90,Moderate,PM2.5,06-037-4008,15
2017-12-30,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,16
2017-12-31,California,Los Angeles,6,37,141,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,14
2018-01-01,California,Los Angeles,6,37,180,Unhealthy,PM2.5,06-037-4008,16
2018-01-02,California,Los Angeles,6,37,151,Unhealthy,PM2.5,06-037-1602,17
2018-01-03,California,Los Angeles,6,37,110,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,16
2018-01-04,California,Los Angeles,6,37,85,Moderate,PM2.5,06-037-4008,16
2018-01-05,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1302,17
2018-01-06,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-4008,16
2018-01-07,California,Los Angeles,6,37,92,Moderate,PM2.5,06-037-1103,16
2018-01-08,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1602,17
2018-01-09,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,16
2018-01-10,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2018-01-11,California,Los Angeles,6,37,83,Moderate,PM2.5,06-037-1602,17
2018-01-12,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,PM2.5,06-037-4004,16
2018-01-13,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,16
2018-01-14,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1302,17
2018-01-15,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-4008,16
2018-01-16,California,Los Angeles,6,37,92,Moderate,PM2.5,06-037-1103,16
2018-01-17,California,Los Angeles,6,37,92,Moderate,PM2.5,06-037-4008,16
2018-01-18,California,Los Angeles,6,37,82,Moderate,PM2.5,06-037-4008,16
2018-01-19,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1201,16
2018-01-20,California,Los Angeles,6,37,40,Good,Ozone,06-037-0002,16
2018-01-21,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4004,16
2018-01-22,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-4004,16
2018-01-23,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4008,16
2018-01-24,California,Los Angeles,6,37,48,Good,NO2,06-037-1701,15
2018-01-25,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1103,15
2018-01-26,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-4008,16
2018-01-27,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-4004,15
2018-01-28,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-4008,15
2018-01-29,California,Los Angeles,6,37,68,Moderate,NO2,06-037-4008,16
2018-01-30,California,Los Angeles,6,37,56,Moderate,NO2,06-037-4006,15
2018-01-31,California,Los Angeles,6,37,78,Moderate,NO2,06-037-4008,15
2018-02-01,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,16
2018-02-02,California,Los Angeles,6,37,94,Moderate,PM2.5,06-037-4008,15
2018-02-03,California,Los Angeles,6,37,109,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,16
2018-02-04,California,Los Angeles,6,37,97,Moderate,PM2.5,06-037-1302,17
2018-02-05,California,Los Angeles,6,37,88,Moderate,PM2.5,06-037-1103,16
2018-02-06,California,Los Angeles,6,37,109,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,15
2018-02-07,California,Los Angeles,6,37,79,Moderate,PM2.5,06-037-4008,17
2018-02-08,California,Los Angeles,6,37,81,Moderate,NO2,06-037-4006,16
2018-02-09,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1103,16
2018-02-10,California,Los Angeles,6,37,88,Moderate,PM2.5,06-037-1201,17
2018-02-11,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-4008,16
2018-02-12,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-1201,16
2018-02-13,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,17
2018-02-14,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-1201,16
2018-02-15,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4008,16
2018-02-16,California,Los Angeles,6,37,58,Moderate,NO2,06-037-4008,17
2018-02-17,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-4004,16
2018-02-18,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2018-02-19,California,Los Angeles,6,37,65,Moderate,PM10,06-037-4006,17
2018-02-20,California,Los Angeles,6,37,51,Moderate,NO2,06-037-4008,16
2018-02-21,California,Los Angeles,6,37,50,Good,NO2,06-037-4008,16
2018-02-22,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,17
2018-02-23,California,Los Angeles,6,37,45,Good,Ozone,06-037-0002,16
2018-02-24,California,Los Angeles,6,37,49,Good,PM2.5,06-037-4004,16
2018-02-25,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1302,17
2018-02-26,California,Los Angeles,6,37,56,Moderate,NO2,06-037-4006,16
2018-02-27,California,Los Angeles,6,37,47,Good,NO2,06-037-4008,16
2018-02-28,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2018-03-01,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2018-03-02,California,Los Angeles,6,37,50,Good,PM2.5,06-037-1201,16
2018-03-03,California,Los Angeles,6,37,48,Good,PM2.5,06-037-1201,17
2018-03-04,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,16
2018-03-05,California,Los Angeles,6,37,51,Moderate,NO2,06-037-4008,16
2018-03-06,California,Los Angeles,6,37,60,Moderate,NO2,06-037-4008,17
2018-03-07,California,Los Angeles,6,37,61,Moderate,NO2,06-037-4008,16
2018-03-08,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1103,16
2018-03-09,California,Los Angeles,6,37,67,Moderate,PM2.5,06-037-1201,17
2018-03-10,California,Los Angeles,6,37,76,Moderate,PM2.5,06-037-1201,16
2018-03-11,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,16
2018-03-12,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1103,17
2018-03-13,California,Los Angeles,6,37,61,Moderate,PM2.5,06-037-1103,16
2018-03-14,California,Los Angeles,6,37,41,Good,Ozone,06-037-9033,15
2018-03-15,California,Los Angeles,6,37,45,Good,Ozone,06-037-1201,17
2018-03-16,California,Los Angeles,6,37,42,Good,PM2.5,06-037-1201,16
2018-03-17,California,Los Angeles,6,37,43,Good,Ozone,06-037-9033,16
2018-03-18,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,17
2018-03-19,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2018-03-20,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1103,16
2018-03-21,California,Los Angeles,6,37,60,Moderate,PM2.5,06-037-1201,17
2018-03-22,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,16
2018-03-23,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-1201,16
2018-03-24,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1201,17
2018-03-25,California,Los Angeles,6,37,49,Good,Ozone,06-037-0002,16
2018-03-26,California,Los Angeles,6,37,46,Good,Ozone,06-037-2005,16
2018-03-27,California,Los Angeles,6,37,47,Good,Ozone,06-037-1201,16
2018-03-28,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2018-03-29,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-1201,16
2018-03-30,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2018-03-31,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-1201,15
2018-04-01,California,Los Angeles,6,37,83,Moderate,PM2.5,06-037-1201,16
2018-04-02,California,Los Angeles,6,37,73,Moderate,PM2.5,06-037-6012,17
2018-04-03,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1201,16
2018-04-04,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1103,16
2018-04-05,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,17
2018-04-06,California,Los Angeles,6,37,63,Moderate,PM2.5,06-037-1201,16
2018-04-07,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2018-04-08,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1103,17
2018-04-09,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-1201,16
2018-04-10,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0113,16
2018-04-11,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,17
2018-04-12,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-1201,16
2018-04-13,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-1201,16
2018-04-14,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-0002,17
2018-04-15,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-1201,16
2018-04-16,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2018-04-17,California,Los Angeles,6,37,61,Moderate,Ozone,06-037-1201,17
2018-04-18,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-1201,15
2018-04-19,California,Los Angeles,6,37,47,Good,Ozone,06-037-9033,15
2018-04-20,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2018-04-21,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-1201,15
2018-04-22,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
2018-04-23,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-04-24,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2018-04-25,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2018-04-26,California,Los Angeles,6,37,70,Moderate,PM2.5,06-037-1103,16
2018-04-27,California,Los Angeles,6,37,69,Moderate,PM2.5,06-037-1201,16
2018-04-28,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,16
2018-04-29,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-1201,17
2018-04-30,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2018-05-01,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,16
2018-05-02,California,Los Angeles,6,37,66,Moderate,PM2.5,06-037-1201,17
2018-05-03,California,Los Angeles,6,37,65,Moderate,PM2.5,06-037-1201,16
2018-05-04,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2018-05-05,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-0002,17
2018-05-06,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-05-07,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-05-08,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,17
2018-05-09,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-05-10,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-1201,16
2018-05-11,California,Los Angeles,6,37,64,Moderate,PM2.5,06-037-1201,17
2018-05-12,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2018-05-13,California,Los Angeles,6,37,56,Moderate,PM2.5,06-037-1201,16
2018-05-14,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,17
2018-05-15,California,Los Angeles,6,37,77,Moderate,Ozone,06-037-9033,16
2018-05-16,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2018-05-17,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,17
2018-05-18,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-9033,16
2018-05-19,California,Los Angeles,6,37,75,Moderate,PM2.5,06-037-1201,16
2018-05-20,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-1201,17
2018-05-21,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1201,16
2018-05-22,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,16
2018-05-23,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-9033,16
2018-05-24,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-9033,16
2018-05-25,California,Los Angeles,6,37,49,Good,PM2.5,06-037-1201,16
2018-05-26,California,Los Angeles,6,37,55,Moderate,PM2.5,06-037-1201,17
2018-05-27,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-1201,16
2018-05-28,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-0016,16
2018-05-29,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,17
2018-05-30,California,Los Angeles,6,37,58,Moderate,PM2.5,06-037-1201,16
2018-05-31,California,Los Angeles,6,37,57,Moderate,PM2.5,06-037-1201,16
2018-06-01,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,17
2018-06-02,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-06-03,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2018-06-04,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-06-05,California,Los Angeles,6,37,81,Moderate,PM2.5,06-037-1201,16
2018-06-06,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,16
2018-06-07,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2018-06-08,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-06-09,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2018-06-10,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,17
2018-06-11,California,Los Angeles,6,37,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-06-12,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-06-13,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2018-06-14,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2018-06-15,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-1201,16
2018-06-16,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-1201,17
2018-06-17,California,Los Angeles,6,37,59,Moderate,PM2.5,06-037-1201,16
2018-06-18,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,16
2018-06-19,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-06-20,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-6012,16
2018-06-21,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-6012,16
2018-06-22,California,Los Angeles,6,37,185,Unhealthy,Ozone,06-037-0016,17
2018-06-23,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-06-24,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-06-25,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-06-26,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2018-06-27,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-06-28,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-06-29,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2018-06-30,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-07-01,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,16
2018-07-02,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2018-07-03,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,16
2018-07-04,California,Los Angeles,6,37,118,Unhealthy for Sensitive Groups,PM2.5,06-037-1602,16
2018-07-05,California,Los Angeles,6,37,166,Unhealthy,PM2.5,06-037-0016,16
2018-07-06,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-07-07,California,Los Angeles,6,37,185,Unhealthy,Ozone,06-037-0002,17
2018-07-08,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-07-09,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-07-10,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-07-11,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,16
2018-07-12,California,Los Angeles,6,37,58,Moderate,Ozone,06-037-0016,16
2018-07-13,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-6012,16
2018-07-14,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,16
2018-07-15,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2018-07-16,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,17
2018-07-17,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-07-18,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-07-19,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2018-07-20,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-9033,16
2018-07-21,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-0016,16
2018-07-22,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-0002,17
2018-07-23,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-07-24,California,Los Angeles,6,37,195,Unhealthy,Ozone,06-037-0016,16
2018-07-25,California,Los Angeles,6,37,185,Unhealthy,Ozone,06-037-6012,17
2018-07-26,California,Los Angeles,6,37,190,Unhealthy,Ozone,06-037-6012,16
2018-07-27,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-6012,16
2018-07-28,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-07-29,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2018-07-30,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-07-31,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,16
2018-08-01,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-9033,15
2018-08-02,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-9033,15
2018-08-03,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-08-04,California,Los Angeles,6,37,154,Unhealthy,Ozone,06-037-9033,16
2018-08-05,California,Los Angeles,6,37,151,Unhealthy,Ozone,06-037-0016,16
2018-08-06,California,Los Angeles,6,37,197,Unhealthy,Ozone,06-037-0016,17
2018-08-07,California,Los Angeles,6,37,201,Very Unhealthy,Ozone,06-037-6012,16
2018-08-08,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-08-09,California,Los Angeles,6,37,172,Unhealthy,Ozone,06-037-9033,17
2018-08-10,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-9033,16
2018-08-11,California,Los Angeles,6,37,74,Moderate,Ozone,06-037-9033,16
2018-08-12,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-9033,17
2018-08-13,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,15
2018-08-14,California,Los Angeles,6,37,80,Moderate,Ozone,06-037-9033,16
2018-08-15,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-6012,17
2018-08-16,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-9033,16
2018-08-17,California,Los Angeles,6,37,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-08-18,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2018-08-19,California,Los Angeles,6,37,136,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-08-20,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-08-21,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-0002,17
2018-08-22,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-0016,16
2018-08-23,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-0016,16
2018-08-24,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2018-08-25,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-08-26,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2018-08-27,California,Los Angeles,6,37,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,17
2018-08-28,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-0002,16
2018-08-29,California,Los Angeles,6,37,71,Moderate,Ozone,06-037-6012,16
2018-08-30,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,17
2018-08-31,California,Los Angeles,6,37,164,Unhealthy,Ozone,06-037-6012,16
2018-09-01,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-09-02,California,Los Angeles,6,37,101,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-09-03,California,Los Angeles,6,37,84,Moderate,Ozone,06-037-0002,16
2018-09-04,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,16
2018-09-05,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-6012,17
2018-09-06,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-6012,16
2018-09-07,California,Los Angeles,6,37,147,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-09-08,California,Los Angeles,6,37,192,Unhealthy,Ozone,06-037-0016,17
2018-09-09,California,Los Angeles,6,37,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-09-10,California,Los Angeles,6,37,126,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-09-11,California,Los Angeles,6,37,122,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-09-12,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-09-13,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-1201,16
2018-09-14,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1701,17
2018-09-15,California,Los Angeles,6,37,93,Moderate,Ozone,06-037-0002,16
2018-09-16,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-0002,16
2018-09-17,California,Los Angeles,6,37,87,Moderate,Ozone,06-037-9033,17
2018-09-18,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-9033,16
2018-09-19,California,Los Angeles,6,37,133,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-09-20,California,Los Angeles,6,37,108,Unhealthy for Sensitive Groups,Ozone,06-037-9033,17
2018-09-21,California,Los Angeles,6,37,105,Unhealthy for Sensitive Groups,Ozone,06-037-6012,16
2018-09-22,California,Los Angeles,6,37,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,16
2018-09-23,California,Los Angeles,6,37,97,Moderate,Ozone,06-037-0016,17
2018-09-24,California,Los Angeles,6,37,62,Moderate,PM2.5,06-037-1103,16
2018-09-25,California,Los Angeles,6,37,71,Moderate,PM2.5,06-037-0016,16
2018-09-26,California,Los Angeles,6,37,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,17
2018-09-27,California,Los Angeles,6,37,150,Unhealthy for Sensitive Groups,Ozone,06-037-1201,16
2018-09-28,California,Los Angeles,6,37,100,Moderate,Ozone,06-037-0002,16
2018-09-29,California,Los Angeles,6,37,64,Moderate,Ozone,06-037-0002,17
2018-09-30,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1103,16
2018-10-01,California,Los Angeles,6,37,68,Moderate,PM2.5,06-037-4008,16
2018-10-02,California,Los Angeles,6,37,45,Good,PM2.5,06-037-4008,17
2018-10-03,California,Los Angeles,6,37,41,Good,PM2.5,06-037-0016,16
2018-10-04,California,Los Angeles,6,37,34,Good,Ozone,06-037-9033,16
2018-10-05,California,Los Angeles,6,37,44,Good,Ozone,06-037-9033,17
2018-10-06,California,Los Angeles,6,37,54,Moderate,Ozone,06-037-1201,16
2018-10-07,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1103,16
2018-10-08,California,Los Angeles,6,37,53,Moderate,PM2.5,06-037-1103,17
2018-10-09,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-1201,16
2018-10-10,California,Los Angeles,6,37,49,Good,Ozone,06-037-9033,16
2018-10-11,California,Los Angeles,6,37,51,Moderate,PM2.5,06-037-4008,17
2018-10-12,California,Los Angeles,6,37,52,Moderate,PM2.5,06-037-4008,16
2018-10-13,California,Los Angeles,6,37,45,Good,Ozone,06-037-9033,16
2018-10-14,California,Los Angeles,6,37,54,Moderate,PM2.5,06-037-0016,17
2018-10-15,California,Los Angeles,6,37,57,Moderate,NO2,06-037-4006,16
2018-10-16,California,Los Angeles,6,37,58,Moderate,NO2,06-037-4008,16
2018-10-17,California,Los Angeles,6,37,60,Moderate,NO2,06-037-4008,16
2018-10-18,California,Los Angeles,6,37,66,Moderate,NO2,06-037-4008,16
2018-10-19,California,Los Angeles,6,37,69,Moderate,NO2,06-037-4008,16
2018-10-20,California,Los Angeles,6,37,67,Moderate,Ozone,06-037-1201,17
2018-10-21,California,Los Angeles,6,37,90,Moderate,Ozone,06-037-0002,16
